515,255,184
516,255,186
517,255,185
518,255,183
519,255,185
520,255,183
521,255,179
522,255,180
523,255,184
524,255,182
525,255,180
526,255,181
527,255,185
528,255,183
529,255,182
530,255,184
531,255,184
532,255,184
533,255,183
534,255,182
535,255,182
536,255,184
537,255,182
538,255,181
539,255,185
540,255,185
541,255,183
542,255,182
543,255,183
544,255,185
545,255,185
546,255,185
547,255,183
548,255,182
549,255,185
550,255,186
551,255,186
552,255,186
553,255,185
554,255,185
555,255,185
556,255,184
557,255,186
558,255,189
559,255,189
560,255,188
561,255,187
562,255,187
563,255,188
564,255,187
565,255,186
566,255,186
567,255,186
568,255,186
569,255,183
570,255,184
571,255,182
572,255,180
573,255,181
574,255,183
575,255,182
576,255,180
577,255,178
578,255,177
579,255,179
580,255,176
581,255,175
582,255,174
583,255,175
584,255,177
585,255,178
586,255,176
587,255,174
588,255,174
589,255,174
590,255,174
591,255,173
592,255,173
593,255,171
594,255,170
595,255,170
596,255,167
597,255,163
598,255,163
599,255,163
600,255,164
601,255,164
602,255,165
603,255,164
604,255,165
605,255,166
606,255,167
607,255,170
608,255,172
609,255,172
610,255,171
611,255,171
612,255,170
613,255,169
614,255,169
615,255,171
616,255,173
617,255,171
618,255,170
619,255,169
620,255,170
621,255,170
622,255,167
623,255,166
624,255,166
625,255,166
626,255,166
627,255,168
628,255,168
629,255,168
630,255,170
631,255,174
632,255,174
633,255,176
634,255,177
635,255,176
636,255,177
637,255,177
638,255,177
639,255,177
640,255,179
641,255,179
642,255,179
643,255,180
644,255,180
645,255,182
646,255,182
647,255,179
648,255,178
649,255,176
650,255,175
651,255,177
652,255,178
653,255,178
654,255,177
655,255,172
656,255,171
657,255,169
658,255,167
659,255,166
660,255,168
661,255,167
662,255,164
663,255,159
664,255,158
665,255,159
666,255,158
667,255,158
668,255,155
669,255,151
670,255,150
671,255,146
672,255,142
673,255,138
674,255,130
675,255,130
676,255,129
677,255,129
678,255,128
679,255,128
680,255,128
681,255,129
682,255,128
683,255,128
684,255,129
685,255,129
686,255,128
687,255,128
688,255,128
689,255,128
690,255,129
691,255,128
692,255,130
693,255,132
694,255,132
695,255,132
696,255,132
697,255,139
698,255,139
699,255,143
700,255,149
701,255,155
702,255,157
703,255,159
704,255,172
705,255,182
706,255,185
707,255,193
708,255,194
709,255,195
710,255,195
711,255,197
712,255,196
713,255,197
714,255,199
715,255,199
716,255,199
717,255,187
718,255,170
719,255,159
720,255,159
